MAC Address,Vendor,IP Address,Protocol,Port,First Seen,Last Seen,Packet Count
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,51688,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,51784,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,51949,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52063,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52066,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52287,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52420,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52448,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52662,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52734,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52738,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52798,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52873,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,52998,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53003,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53004,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53127,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53132,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53243,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53467,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53488,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53648,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53664,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53715,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53759,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53773,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53800,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,53955,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54000,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54027,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54071,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54090,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54099,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54188,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54341,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54357,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54394,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54432,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54471,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54526,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54580,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54638,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54695,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54738,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54739,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54744,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54764,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54812,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54859,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54907,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54927,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54936,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,54975,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55008,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55197,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55246,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55335,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55429,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55484,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55499,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55512,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55701,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55833,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55865,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55874,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55952,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55954,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,55977,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56125,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56127,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56140,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56144,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56177,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56223,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56378,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56460,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56507,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56575,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56637,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56641,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56643,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56718,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56803,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56835,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56896,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56898,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,56968,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57013,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57027,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57066,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57076,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57194,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57218,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57256,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57291,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57332,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57402,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57507,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57522,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57526,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57564,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57673,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57819,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57900,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,57903,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58108,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58185,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58251,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58273,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58275,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58344,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58346,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58393,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58488,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58541,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58545,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58565,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58619,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58666,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58740,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58773,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58906,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,58997,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59054,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59184,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59187,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59247,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59248,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59368,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59378,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59388,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59485,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59612,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59619,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59646,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,59963,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60011,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60054,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60084,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60133,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60244,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60350,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60397,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60398,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60567,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60583,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60628,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60741,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60752,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60766,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60782,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60815,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60901,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60902,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,60976,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61026,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61140,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61191,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61217,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61248,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61446,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61538,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61543,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61657,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61768,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61781,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61821,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61857,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,61957,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62054,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62076,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62174,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62182,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62204,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62252,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62280,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62286,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62312,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62329,1550996512.876757,1551008543.153847,293
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.47.178.9,UDP,62338,1550996512.876757,1551008543.153847,293
