MAC Address,Vendor,IP Address,TCP Ports,UDP Ports,First Seen,Last Seen,Packet Count
58:bf:ea:be:b3:80,"Cisco Systems, Inc",10.128.31.14,,53,1551002944.388001,1551002944.388001,1
00:40:9d:4b:2a:37,DigiBoard,10.128.240.137,"33489,34141,34505,35221,36269,36736,39144,41610,42195,42707,43389,44270,44715,45473,45857,46377,46759,47011,48173,49190,50110,50249,51220,51243,52266,52672,52813,53024,54013,54331,54845,55416,56524,56862,57187,57651,58146,58896,58927,59059,59646,59759,60838,60984,61678,62381,62419,63020,63233,65034,65494","32773,32825,33462,33806,34287,34450,35090,35342,38827,39441,39816,39937,41002,41617,43213,43686,44418,46005,46009,46454,47429,47836,49475,49670,51243,51576,51674,53753,54221,54952,55201,55489,56881,57902,58499,59149,59873,60092,60327,60511,61175,62105,62152,62382,62462,63268,65370",1550996512.876757,1551008240.113501,2446
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.47.178.9,"51457,51458,57677,57678,61621","49270,49280,49298,49396,49417,49464,49518,49557,49586,49634,49666,49762,49774,49947,49985,50044,50047,50060,50140,50154,50225,50365,50377,50416,50431,50441,50486,50563,50616,50640,50706,50737,50759,50764,50854,50878,50890,50915,51013,51095,51112,51163,51180,51251,51282,51290,51332,51345,51368,51432,51440,51499,51525,51532,51554,51602,51671,51789,51795,51809,51813,51860,51903,51957,52027,52033,52082,52109,52126,52128,52198,52226,52249,52298,52348,52392,52452,52530,52603,52747,52832,52857,52962,53076,53092,53183,53239,53337,53380,53394,53432,53444,53517,53597,53731,53872,53883,53982,54085,54162,54229,54254,54470,54637,54667,54767,54786,54916,55009,55077,55125,55135,55154,55185,55201,55234,55241,55322,55381,55388,55420,55469,55588,55638,55660,55683,55711,55748,55778,55907,55929,55993,56058,56170,56189,56198,56302,56308,56328,56378,56397,56415,56506,56522,56528,56562,56573,56600,56691,56769,56858,56874,56911,56987,57139,57164,57166,57234,57255,57346,57432,57524,57596,57704,57777,57794,57809,57844,57906,57927,57931,57947,57965,58042,58089,58104,58168,58207,58530,58553,58597,58622,58739,58755,58812,58814,58824,58874,58911,59078,59189,59316,59376,59455,59512,59575,59634,59696,59699,59726,59753,59810,59824,59852,59877,59988,59990,60085,60109,60118,60132,60217,60263,60302,60325,60342,60409,60486,60536,60646,60846,60854,60870,60988,61011,61076,61287,61371,61381,61395,61437,61493,61525,61608,61634,61644,61672,61694,61707,61802,61885,61928,61930,61935,61937,62023,62044,62066,62102,62171,62173,62187,62213,62332,62455,62457,62462,62528,62602,62737,62753,62867,62905,62925,62927,62935,62956,62964,63026,63048,63118,63133,63134,63143,63197,63219,63221,63265,63322,63440,63476,63487,63496,63530,63543,63582,63664,63732,63760,63798,63857,63934,63946,64007,64075,64080,64213,64291,64346,64351,64366,64508,64513,64558,64559,64563,64573,64620,64670,64699,64798,64826,64856,64942,64965,65072,65125,65134,65206,65221,65278,65363,65397,65461,65492,65530",1550996513.190742,1551008483.163445,360
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.47.178.7,"51630,52436,52755,52756,54004,54005,61604","49152,49214,49307,49352,49386,49423,49481,49509,49535,49580,49647,49689,49702,49752,49780,49801,49850,49951,49967,50039,50080,50152,50192,50232,50276,50312,50343,50382,50398,50408,50412,50427,50463,50529,50545,50639,50646,50682,50710,50713,50768,50808,50832,50838,50952,50984,50995,51039,51045,51071,51080,51099,51104,51264,51289,51308,51323,51374,51456,51499,51505,51513,51580,51619,51679,51680,51763,51784,51790,51836,51879,51961,52030,52076,52110,52261,52279,52330,52332,52339,52352,52463,52464,52467,52472,52476,52653,52656,52678,52775,52865,52887,53016,53071,53173,53177,53211,53212,53267,53303,53432,53436,53437,53443,53452,53608,53658,53781,53827,53880,53962,53973,53988,54039,54051,54094,54190,54231,54334,54363,54503,54523,54606,54615,54717,54733,54759,54868,54943,54992,55018,55072,55082,55084,55092,55120,55168,55233,55313,55322,55360,55385,55412,55447,55459,55634,55653,55675,55764,55837,55851,55915,55932,56022,56057,56064,56123,56148,56206,56218,56332,56417,56443,56485,56506,56647,56663,56700,56752,56782,56849,56851,56859,56903,56908,57078,57116,57122,57133,57288,57330,57337,57394,57436,57466,57593,57642,57695,57763,57856,57864,57919,57937,57948,57984,58033,58118,58201,58379,58439,58642,58662,58777,58848,58856,58901,58928,59018,59037,59122,59131,59282,59300,59339,59374,59397,59422,59473,59495,59638,59642,59721,59796,59825,59947,59984,59990,60066,60099,60110,60132,60221,60225,60258,60389,60424,60622,60684,60685,60732,60784,60874,60885,60899,60917,60961,60999,61009,61077,61345,61351,61368,61400,61488,61609,61641,61676,61684,61757,61768,61904,62025,62043,62073,62075,62184,62239,62276,62304,62315,62454,62456,62629,62671,62680,62763,62771,62834,62886,62928,62939,63034,63044,63169,63315,63421,63438,63448,63575,63588,63589,63609,63711,64120,64150,64209,64267,64379,64412,64420,64474,64524,64534,64581,64588,64700,64757,64760,64803,64855,64887,64896,64954,64959,64975,65071,65195,65237,65316,65347,65361,65400,65425,65446,65470",1550996515.849218,1551008426.171945,372
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.47.178.10,62510,"49191,49213,49214,49240,49276,49277,49295,49398,49424,49458,49467,49479,49503,49544,49632,49680,49725,49795,49868,49901,49940,49942,49956,49959,50069,50135,50198,50209,50220,50304,50310,50333,50354,50363,50462,50593,50617,50632,50793,50805,50880,50888,50907,50928,50939,50955,51033,51057,51180,51232,51254,51260,51286,51333,51378,51456,51496,51522,51550,51563,51583,51603,51605,51623,51642,51753,51866,51884,51951,51961,52002,52008,52037,52127,52171,52178,52187,52263,52277,52304,52310,52355,52379,52516,52545,52550,52730,52799,52840,52856,53009,53206,53210,53281,53373,53458,53503,53533,53563,53590,53834,53855,54070,54128,54155,54161,54179,54297,54345,54445,54446,54476,54489,54497,54563,54610,54976,54991,55017,55105,55129,55187,55231,55273,55450,55690,55708,55719,55807,55820,55915,55922,55926,55963,55976,55982,56046,56073,56080,56130,56189,56202,56379,56452,56475,56528,56602,56615,56664,56689,56760,56864,56886,56887,56963,57055,57159,57169,57264,57327,57355,57411,57427,57446,57456,57526,57548,57633,57828,57871,57916,57944,58180,58187,58219,58286,58393,58553,58604,58696,58719,58736,58811,58873,58947,59023,59172,59176,59215,59221,59358,59496,59528,59635,59795,59801,59879,59884,59945,59970,60025,60058,60063,60105,60164,60184,60399,60469,60553,60752,60755,60836,60842,60889,60942,60983,61036,61155,61205,61424,61447,61479,61494,61576,61594,61747,61840,61874,62083,62136,62230,62304,62381,62454,62488,62507,62606,62621,62744,62801,62815,62842,62891,62923,63011,63013,63085,63114,63115,63161,63212,63285,63296,63305,63415,63421,63469,63507,63517,63578,63588,63690,63733,63778,63796,63856,63896,63916,63992,64012,64128,64165,64202,64214,64246,64339,64429,64456,64485,64518,64634,64697,64721,64854,64907,64908,64910,65111,65119,65125,65164,65186,65202,65225,65317,65361,65393,65423",1550996516.003196,1551008516.027372,313
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.47.178.11,61903,"49194,49210,49270,49359,49470,49480,49521,49541,49701,49771,49857,49882,49907,49971,49986,50112,50156,50172,50183,50299,50319,50360,50417,50450,50457,50472,50590,50593,50686,50696,50722,50730,50856,50942,50965,50994,50998,51067,51089,51095,51097,51151,51195,51198,51243,51292,51421,51430,51440,51465,51538,51561,51573,51610,51677,51788,51805,51829,51832,51885,52057,52082,52115,52141,52217,52268,52345,52449,52457,52483,52488,52575,52583,52604,52747,52804,52829,52839,52884,53064,53074,53094,53101,53140,53141,53219,53254,53270,53295,53353,53388,53459,53530,53543,53568,53716,53728,53762,53765,53803,53834,53855,53886,53903,53904,53931,53976,53982,54037,54068,54102,54312,54343,54420,54443,54473,54505,54563,54583,54588,54609,54642,54725,54793,54833,54851,54858,54893,54902,54984,54985,54987,55025,55060,55154,55185,55198,55211,55234,55253,55255,55265,55302,55414,55415,55523,55528,55551,55571,55655,55756,55839,55851,55864,55902,55953,56028,56118,56127,56149,56172,56239,56243,56293,56362,56369,56473,56507,56637,56688,56804,56826,56873,56912,56973,57081,57085,57097,57128,57143,57257,57293,57352,57369,57397,57461,57499,57523,57554,57632,57665,57770,57798,57817,57853,57960,57969,57984,58059,58199,58223,58272,58335,58351,58391,58453,58525,58541,58569,58608,58617,58690,58734,58869,58961,59117,59135,59138,59208,59277,59349,59376,59393,59537,59551,59567,59589,59595,59695,59763,59790,59812,59817,59841,59866,59979,60019,60106,60236,60288,60442,60445,60453,60483,60778,60859,60864,60878,60970,61063,61095,61144,61175,61324,61343,61374,61392,61524,61527,61560,61694,61711,61720,61790,62009,62015,62128,62198,62203,62356,62361,62726,62809,62822,62842,63175,63176,63226,63240,63348,63400,63435,63439,63442,63443,63572,63641,63664,63704,63835,63847,63935,64013,64041,64047,64118,64196,64255,64269,64307,64308,64352,64451,64498,64541,64561,64655,64719,64726,64789,64810,64855,64857,64882,65086,65147,65197,65220,65235,65242,65274,65393,65395,65411,65429,65446",1550996519.942986,1551008490.223699,338
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.47.178.8,61688,"49203,49291,49304,49309,49359,49407,49410,49448,49572,49622,49670,49684,49692,49893,49962,50076,50163,50293,50312,50426,50560,50583,50593,50721,50729,50835,50836,50849,50872,50951,50985,51010,51023,51064,51092,51259,51302,51353,51364,51369,51381,51500,51590,51673,51782,51817,51906,51949,52017,52036,52038,52066,52105,52128,52174,52280,52281,52287,52298,52464,52508,52557,52561,52640,52702,52748,52794,52843,52849,52903,52956,53049,53146,53295,53327,53364,53577,53590,53607,53650,53659,53680,53853,53864,53912,53921,53994,53996,54004,54006,54197,54242,54253,54266,54285,54315,54329,54335,54397,54400,54404,54484,54564,54599,54603,54654,54716,54726,54789,54926,54949,54954,54965,54982,55013,55095,55109,55118,55121,55250,55364,55380,55390,55409,55465,55499,55612,55628,55656,55684,55724,55754,55769,55831,55841,55917,56011,56078,56086,56118,56343,56359,56360,56362,56414,56474,56527,56551,56695,56717,56744,56766,57004,57021,57024,57081,57141,57237,57275,57421,57515,57629,57810,57893,57937,57944,58033,58074,58382,58389,58399,58409,58578,58666,58800,58878,58953,58989,59014,59033,59089,59097,59103,59250,59308,59381,59551,59552,59578,59631,59783,59829,59866,59935,59987,60215,60240,60241,60315,60329,60343,60405,60467,60515,60571,60582,60604,60727,60831,60868,60878,60910,60915,60996,61156,61191,61298,61303,61331,61362,61388,61420,61461,61502,61513,61514,61552,61572,61596,61639,61693,61709,61739,61752,61753,61827,61849,61887,61954,62002,62020,62147,62199,62270,62307,62400,62425,62485,62513,62548,62596,62625,62642,62700,62754,62759,62934,62973,62982,63091,63126,63161,63205,63222,63333,63394,63487,63501,63603,63609,63614,63618,63637,63680,63681,63758,63793,63852,63877,63895,63949,63958,63966,64063,64101,64118,64172,64208,64227,64395,64405,64411,64499,64556,64663,64848,64870,64909,65060,65113,65120,65188,65201,65261,65327,65336,65390,65398,65425,65531",1550996535.776106,1551008506.056533,318
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.51.119.162,51244,,1550996552.406148,1551008503.163096,377
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.47.178.12,"51598,51599,59430,59431,62901","49245,49318,49330,49378,49400,49437,49464,49500,49519,49542,49563,49635,49653,49743,49768,49795,49819,49871,49906,50013,50030,50069,50073,50091,50144,50154,50158,50193,50286,50287,50298,50338,50379,50394,50410,50422,50431,50457,50466,50576,50656,50668,50672,50688,50734,50764,50773,50840,50845,50854,50860,50878,50961,50969,50993,51033,51041,51075,51122,51136,51147,51185,51203,51229,51243,51312,51343,51361,51404,51449,51479,51484,51502,51526,51531,51540,51575,51632,51650,51656,51679,51704,51718,51753,51755,51757,51759,51818,51845,51873,51962,52019,52027,52060,52067,52086,52102,52144,52183,52186,52238,52248,52332,52341,52393,52414,52454,52481,52534,52574,52608,52751,52763,52768,52769,52781,52846,52886,52951,52952,52967,52988,53045,53099,53131,53175,53195,53214,53242,53249,53294,53302,53304,53383,53388,53458,53460,53512,53575,53615,53631,53689,53723,53754,53760,53876,53907,53988,53995,54013,54173,54279,54338,54355,54400,54401,54435,54542,54565,54594,54662,54670,54674,55036,55111,55196,55318,55324,55329,55468,55469,55473,55718,55745,55753,55858,55936,55981,56028,56128,56181,56182,56207,56230,56255,56420,56451,56497,56677,56760,56810,56838,56985,57140,57164,57289,57490,57567,57701,57754,57793,57796,57832,57847,58145,58155,58389,58413,58423,58448,58461,58579,58692,58797,58819,58837,58848,58911,58997,59018,59063,59095,59100,59103,59127,59216,59254,59261,59396,59447,59533,59638,59690,59726,59741,59747,59798,59829,59896,60055,60158,60177,60184,60323,60338,60351,60387,60402,60429,60477,60490,60506,60546,60548,60588,60669,60697,60758,60817,60825,60859,60863,60936,60961,61055,61086,61092,61209,61356,61389,61553,61600,61619,61634,61731,61780,61820,61854,61871,61872,61887,61918,61956,62064,62343,62405,62423,62523,62696,62750,62769,62778,62788,62871,62919,63135,63152,63194,63257,63377,63443,63511,63521,63524,63599,63691,63779,63785,63790,63845,63864,63865,63901,63915,63961,64059,64076,64115,64124,64168,64230,64243,64322,64355,64419,64431,64493,64498,64511,64532,64568,64580,64592,64688,64700,64777,64783,64995,65111,65128,65155,65191,65233,65264,65276,65320,65347,65387,65440,65479",1550996556.369753,1551008496.692632,385
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.47.178.13,"49587,54033,54034,55719,63811,63812,64680,65357","49189,49245,49275,49299,49442,49480,49545,49572,49621,49706,49941,50034,50087,50184,50210,50222,50276,50347,50386,50410,50413,50417,50499,50654,50694,50708,50720,50724,50845,50870,50880,50932,51033,51063,51074,51113,51174,51185,51292,51313,51399,51404,51537,51556,51562,51565,51572,51765,51770,51814,51850,51864,51899,51923,51966,51967,51973,52096,52101,52116,52139,52179,52242,52359,52361,52501,52516,52521,52540,52615,52637,52673,52681,52740,52754,52770,52772,52792,52880,52964,53028,53043,53058,53082,53205,53318,53344,53369,53393,53543,53615,53623,53671,53782,53876,53887,54040,54048,54124,54139,54142,54234,54323,54331,54356,54366,54392,54414,54455,54555,54602,54645,54683,54731,54824,54838,54839,54851,54972,54997,55009,55034,55070,55120,55143,55239,55301,55323,55348,55582,55598,55651,55675,55707,55732,55751,55783,55808,56092,56149,56228,56357,56381,56426,56429,56492,56627,56637,56701,56706,56786,56912,57027,57087,57091,57136,57178,57266,57295,57373,57419,57460,57503,57537,57569,57740,57757,57806,57830,57853,57882,57898,57952,57981,58010,58144,58166,58171,58218,58230,58235,58246,58249,58415,58490,58493,58518,58574,58614,58661,58696,58768,58787,58814,58831,58902,58913,58957,58996,59038,59040,59058,59129,59163,59179,59181,59302,59306,59328,59357,59397,59414,59448,59488,59511,59523,59574,59643,59661,59684,59738,59765,59814,59857,59892,60172,60249,60254,60266,60292,60332,60366,60399,60403,60439,60526,60543,60631,60650,60669,60702,60711,60817,60830,60892,60907,61053,61059,61074,61099,61108,61207,61254,61317,61331,61341,61411,61516,61530,61688,61707,61974,62028,62153,62193,62236,62241,62337,62411,62423,62451,62468,62493,62520,62764,62903,62931,62952,62966,63003,63084,63125,63150,63154,63190,63198,63231,63330,63450,63467,63519,63572,63600,63640,63650,63734,63757,63770,63781,63791,63819,63841,63978,64004,64020,64046,64092,64121,64135,64141,64157,64310,64312,64334,64387,64398,64429,64516,64615,64667,64773,64838,64936,65014,65105,65112,65205,65260,65303,65487,65531",1550996558.717076,1551008529.020962,382
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.47.178.14,52729,"49251,49311,49318,49363,49385,49455,49457,49514,49516,49584,49629,49743,49789,49830,49833,49950,49957,49965,50080,50126,50178,50226,50229,50235,50267,50390,50399,50470,50500,50504,50607,50638,50646,50674,50740,50790,50830,50845,50852,50914,50943,50946,51110,51112,51151,51189,51197,51204,51291,51311,51384,51393,51474,51523,51528,51580,51585,51601,51617,51661,51682,51745,51750,51801,51970,52035,52241,52396,52408,52446,52461,52488,52644,52662,52684,52755,52776,52781,52866,52940,52983,53038,53133,53137,53154,53339,53507,53618,53620,53778,53825,53889,53986,54075,54102,54168,54247,54262,54302,54330,54351,54389,54412,54415,54458,54469,54557,54599,54672,54763,54946,54950,54970,54972,55038,55083,55120,55167,55305,55357,55377,55461,55499,55547,55678,55682,55685,55844,55875,55888,55898,55916,55945,56134,56165,56266,56377,56408,56523,56528,56540,56807,56810,56890,56916,56935,56965,57025,57038,57045,57061,57093,57104,57182,57211,57239,57290,57311,57368,57374,57443,57466,57558,57568,57630,57637,57738,57787,57822,57844,57928,57974,57976,57983,57995,58001,58065,58106,58121,58152,58234,58239,58241,58263,58305,58416,58485,58614,58627,58644,58646,58686,58691,58714,58736,58756,58767,58796,58895,58952,58962,58993,59023,59108,59185,59306,59355,59367,59416,59435,59451,59588,59596,59626,59662,59674,59682,59717,59858,59878,59979,60028,60043,60050,60087,60111,60132,60137,60167,60234,60299,60337,60360,60492,60543,60629,60664,60668,60747,60824,60881,60983,60996,61093,61155,61352,61374,61375,61539,61563,61639,61651,62024,62294,62313,62319,62407,62585,62596,62636,62822,62890,62975,63085,63092,63197,63243,63264,63359,63370,63468,63595,63632,63635,63644,63787,63808,63911,63916,63941,64085,64159,64173,64283,64347,64375,64468,64489,64505,64548,64627,64650,64745,64773,64886,64904,64989,65004,65169,65178,65186,65258,65278,65302,65305,65428,65473,65500,65521",1550996562.941138,1551008532.936344,318
58:bf:ea:be:ad:80,"Cisco Systems, Inc",10.51.114.114,,,1550996720.043625,1551008240.113501,32
00:40:9d:67:41:87,DigiBoard,10.128.240.225,"33003,33317,33635,33750,33794,33944,34293,34671,35550,35685,35854,35863,36375,36457,36562,36668,36719,37046,37613,37679,37909,37995,38403,39410,39612,39805,40083,40515,40917,41746,42257,42523,42882,42945,43302,43539,43951,44117,44285,44394,44470,44593,44687,45267,45269,45336,45374,45681,45772,46124,46182,46361,46485,47075,47470,47620,47666,48692,48867,49165,49190,49611,50004,50106,50139,50390,51027,51079,51113,51243,51575,52009,52495,52502,52725,54841,54941,56215,56511,56540,58040,58510,58756,58818,58829,59114,60531,60646,60687,60730,60968,61598,63026,63421,63422,63587,63852,64373,64688,65085","32777,32988,33059,33725,34034,34371,34550,34906,35162,35397,35717,35931,36309,37588,37811,38465,38492,38494,38920,39778,39789,40039,40319,40491,40714,41236,44620,44715,44953,45097,45701,46837,47072,47082,47410,47958,48264,48285,48297,49351,49654,50316,50357,50511,50555,50782,51243,51506,51928,52173,52301,52478,52730,52796,52951,53397,53471,53705,53764,53856,54764,55028,56510,56959,57319,57564,57645,58096,58412,58552,59059,60194,60292,62328,62595,62702,63169,63679,63692,65129,65334,65448",1550996513.190742,1551008543.153847,4668
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.51.119.162,51244,51244,1550996552.405148,1551008503.161879,915
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.47.178.7,"51629,51630,52435,52436,52755,52756,53065,53066,54004,54005,61604,61605",,1550996552.429645,1551004617.368122,54
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.47.178.9,"51457,51458,57677,57678,61621,61622",,1550996690.98974,1551002454.435157,29
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.47.178.12,"51598,51599,59430,59431,62901,62902",,1550997272.947452,1550999434.286518,26
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.47.178.13,"49586,49587,54033,54034,55718,55719,63811,63812,64590,64591,64679,64680,65356,65357",,1550997410.965988,1551007497.651817,65
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.47.178.10,"60617,60618,62509,62510",,1550998713.578517,1551000874.874106,16
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.47.178.11,"50335,50336,61903,61904,62338,62339",,1550998854.14287,1551008217.621517,29
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.47.178.14,"52729,52730,59315,59316",,1551001014.228475,1551006777.670087,20
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.128.31.14,,53,1551002944.38775,1551002944.38775,1
00:00:0c:07:ac:f0,"Cisco Systems, Inc",10.47.178.8,"61687,61688",,1551005337.25579,1551005337.523138,9
